text	from	to	moment
Depuis Brionne à Fontenay-le-comte	Brionne	Fontenay-le-comte	
Je pars de Trelaze pour aller à Valençay dans trois heures	Trelaze	Valençay	dans trois heures
Je partirais de Tassin-la-demi-lune pour aller à Avesnelles	Tassin-la-demi-lune	Avesnelles	
Comment aller de Aubiat à Sable-sur-sarthe	Aubiat	Sable-sur-sarthe	
Ma provenance et ma destination sont Guéthary et Blanzy	Guéthary	Blanzy	
Je cherche un trajet de Callac à Mery-sur-oise	Callac	Mery-sur-oise	
j'aimerais me rendre à Rieux en quittant Saint-médard-sur-ille	Saint-médard-sur-ille	Rieux	
Je voudrais aller de Richwiller à Fontenay-le-comte	Richwiller	Fontenay-le-comte	
Comment aller de Saint-quentin à Beautiran	Saint-quentin	Beautiran	
Je suis actuellement à Belfort et j'aimerais partir à Aigues-mortes	Belfort	Aigues-mortes	
Je veux aller de Rieux à Laroque-timbaut	Rieux	Laroque-timbaut	
Je veux aller de Lavoûte-sur-loire à Geispolsheim	Lavoûte-sur-loire	Geispolsheim	
mardi je partirais de Ebblinghem pour aller à Verneuil-sur-vienne	Ebblinghem	Verneuil-sur-vienne	mardi
Je suis actuellement à La Bastide-puylaurent et j’aimerais partir à Sauveterre-la-lémance	La Bastide-puylaurent	Sauveterre-la-lémance	
le départ et l'arrivée de mon voyage sont Chirac et Balbigny	Chirac	Balbigny	
Donne moi l'itinéraire pour aller à Lalinde en partant de Saint-julien-les-villas	Saint-julien-les-villas	Lalinde	
train Chissay-en-touraine Gallargues-le-montueux	Chissay-en-touraine	Gallargues-le-montueux	
Comment me rendre à Mandelieu-la-napoule depuis Wizernes	Wizernes	Mandelieu-la-napoule	
Quel est l'itinéraire entre Malling et Tieffenbach	Malling	Tieffenbach	
Je suis à Porta et je veux aller à Boissy-l'aillerie	Porta	Boissy-l'aillerie	
Indique moi le chemin pour Nomexy depuis Wavrin	Wavrin	Nomexy	
Je veux aller de Saint-usage à Trèbes	Saint-usage	Trèbes	
Je prends le train Jarrie Le Relecq-kerhuon	Jarrie	Le Relecq-kerhuon	
Ma provenance et ma destination sont Maillé et Vitry-la-ville	Maillé	Vitry-la-ville	
Le train Bourgneuf-en-retz Miramas	Bourgneuf-en-retz	Miramas	
Donne moi l'itinéraire pour aller à Assier en partant de Gonfaron	Gonfaron	Assier	
Je me rends à Homécourt en partant de Beaurepaire	Beaurepaire	Homécourt	
Comment aller à Rennes depuis Mesves-sur-loire	Mesves-sur-loire	Rennes	
Je suis actuellement à Sommery et j'aimerais partir à Liesle	Sommery	Liesle	
Je veux me rendre à Laignes en partant de Polisot	Polisot	Laignes	
itinéraire jusqu'a Pont-sur-yonne en partant de Èze	Èze	Pont-sur-yonne	
Ma destination et ma provenance sont Louhans et Ria-sirach	Ria-sirach	Louhans	
Oxelaëre depuis Cusset	Cusset	Oxelaëre	
itinéraire Montry Pléchâtel	Montry	Pléchâtel	
Je suis actuellement à Pont-d'ain et j’aimerais partir à Rothau le mois prochain	Pont-d'ain	Rothau	le mois prochain
Les Quatre-routes-du-lot Alixan dimanche après-midi	Les Quatre-routes-du-lot	Alixan	dimanche après-midi
Trouve le chemin pour Mourmelon-le-petit depuis Salon-de-provence.	Salon-de-provence	Mourmelon-le-petit	
Le train Jaux Xeuilley	Jaux	Xeuilley	
itinéraire Châtelaillon-plage Homécourt	Châtelaillon-plage	Homécourt	
Je quitte Lestrem pour Bazoches-sur-vesles	Lestrem	Bazoches-sur-vesles	
Ma destination et ma provenance sont Pont-a-mousson et Le Pont-chrétien-chabenet	Le Pont-chrétien-chabenet	Pont-a-mousson	
Je pars de Sucy-en-brie pour aller à Pont-melvez	Sucy-en-brie	Pont-melvez	
Je suis actuellement à Libourne et j’aimerais partir à Collioure	Libourne	Collioure	
trajet La Houssaye-en-brie Val-de-vesle	La Houssaye-en-brie	Val-de-vesle	
Je cherche un trajet de Metzeral à Les Eyzies-de-tayac-sireuil	Metzeral	Les Eyzies-de-tayac-sireuil	
Je cherche un train La Garde Bessancourt vendredi après-midi	La Garde	Bessancourt	vendredi après-midi
ils veulent aller de Arles jusqu'à Pont-remy	Arles	Pont-remy	
Je pars de Eygliers pour aller à Rumilly	Eygliers	Rumilly	
Je pars demain matin de Ay pour aller à Pezou	Ay	Pezou	demain matin
itinéraire de voyage de Puilaurens vers Saint-malo	Puilaurens	Saint-malo	
arrivée Landrecies et départ Pont-sainte-maxence	Pont-sainte-maxence	Landrecies	
Guide moi de Bonneville vers Vitry-le-francois	Bonneville	Vitry-le-francois	
Je veux aller de Saulieu à Saint-pierre-d'albigny	Saulieu	Saint-pierre-d'albigny	
Je suis actuellement à Louverné et j’aimerais partir à Montauban lundi matin	Louverné	Montauban	lundi matin
dans six heures, je vais à Lusignan depuis Saint-denis-de-l'hôtel	Saint-denis-de-l'hôtel	Lusignan	dans six heures
Noyers-sur-cher Tournay	Noyers-sur-cher	Tournay	
Je pars de Chamousset pour aller à Itxassou	Chamousset	Itxassou	
je vais à Chépy depuis Frépillon	Frépillon	Chépy	
Je veux trouver un trajet de La Souterraine à Francheville	La Souterraine	Francheville	
Je cherche un trajet de Pihen-lès-guînes à Glos-sur-risle dimanche	Pihen-lès-guînes	Glos-sur-risle	dimanche
Je suis actuellement à Tournemire et j'aimerais partir à Billy-montigny	Tournemire	Billy-montigny	
Le train Cheniménil Joinville	Cheniménil	Joinville	
je vais à Le Monastier-pin-moriès depuis Saint-astier	Saint-astier	Le Monastier-pin-moriès	
Je prends le train Tamnay-en-bazois Le Grau-du-roi	Tamnay-en-bazois	Le Grau-du-roi	
ils veulent aller de Mourmelon-le-petit jusqu'à Coarraze	Mourmelon-le-petit	Coarraze	
J'aimerais me rendre sur Vitry-en-artois en partant de Viam	Viam	Vitry-en-artois	
Je veux aller à Elbeuf depuis Montreuil-sous-pérouse	Montreuil-sous-pérouse	Elbeuf	
Je veux aller de Fresnoy-le-grand à Rochy-condé	Fresnoy-le-grand	Rochy-condé	
Je veux aller de La Roche-rigault à Courlandon	La Roche-rigault	Courlandon	
Comment me rendre à Boisleux-au-mont depuis Asnieres-sur-seine	Asnieres-sur-seine	Boisleux-au-mont	
Je cherche le train le plus rapide pour faire Lunel Saint-christophe-vallon demain soir	Lunel	Saint-christophe-vallon	demain soir
Je suis actuellement à La Marche et j'aimerais partir à Buzançais	La Marche	Buzançais	
Je quitte Rouillé pour Villefranche-de-rouergue	Rouillé	Villefranche-de-rouergue	
Je suis à Entraigues-sur-la-sorgue et je souhaite me rendre à Grandvillars	Entraigues-sur-la-sorgue	Grandvillars	
de Bandol à Le Breuil-sur-couze	Bandol	Le Breuil-sur-couze	
ils veulent aller de Aixe-sur-vienne jusqu'à Gan	Aixe-sur-vienne	Gan	
de Olonne-sur-mer à Gresswiller	Olonne-sur-mer	Gresswiller	
Je cherche un train La Fouillouse Wisches	La Fouillouse	Wisches	
Je cherche un trajet de Saint-martin-du-mont à Montigny-en-ostrevent	Saint-martin-du-mont	Montigny-en-ostrevent	
le départ et l'arrivée de mon voyage sont Franxault et Saint-pierre-du-vauvray	Franxault	Saint-pierre-du-vauvray	
Emmène moi de Fréteval à Gilly-sur-loire	Fréteval	Gilly-sur-loire	
Je prends le train Margaux Saint-hilaire-au-temple	Margaux	Saint-hilaire-au-temple	
itinéraire jusqu'a Besancon en partant de Arleux	Arleux	Besancon	
Ma destination et ma provenance sont Bonnemain et Valognes	Valognes	Bonnemain	
Comment aller de Plouagat à Hardricourt	Plouagat	Hardricourt	
ils veulent aller de La Verpillière jusqu'à La Chartre-sur-le-loir	La Verpillière	La Chartre-sur-le-loir	
je viens de Aixe-sur-vienne et je veux aller à Montbrison	Aixe-sur-vienne	Montbrison	
Je cherche un trajet de Cosne-cours-sur-loire à Mundolsheim dans une heure	Cosne-cours-sur-loire	Mundolsheim	dans une heure
train Saint-gildas-des-bois Rombas dans deux heures	Saint-gildas-des-bois	Rombas	dans deux heures
Guide moi de Juziers vers Le Puiset	Juziers	Le Puiset	
je viens de Languenan et je veux aller à Puybrun	Languenan	Puybrun	
Le train Saint-denis Chateaudun	Saint-denis	Chateaudun	
Je pars de Auterive pour aller à Saint-ouen-l'aumone	Auterive	Saint-ouen-l'aumone	
Indique moi le chemin pour Champagné depuis Le Péage-de-roussillon	Le Péage-de-roussillon	Champagné	
Je pars dimanche de Harfleur pour aller à Orgerus	Harfleur	Orgerus	dimanche
Guide moi de La Guerche-sur-l'aubois vers Albi	La Guerche-sur-l'aubois	Albi	
Servas depuis Mortiers	Mortiers	Servas	
itinéraire Bricon Vichy	Bricon	Vichy	
Je suis actuellement à La Verriere et j'aimerais partir à Monnaie	La Verriere	Monnaie	
Je pars samedi après-midi de Aumont-aubrac pour aller à Grésy-sur-isère	Aumont-aubrac	Grésy-sur-isère	samedi après-midi
lundi après-midi je partirais de Magland pour aller à Engenville	Magland	Engenville	lundi après-midi
Je voudrais aller de Montpellier à Chessy	Montpellier	Chessy	
je veux partir de Bournoncle-saint-pierre pour Noisy-le-sec	Bournoncle-saint-pierre	Noisy-le-sec	
train Dompierre-sur-besbre Saumur	Dompierre-sur-besbre	Saumur	
dimanche Saint-chéron Anché	Saint-chéron	Anché	dimanche
Trouve le chemin pour Évron depuis Maintenon.	Maintenon	Évron	
Je pars de Saint-denis-catus pour aller à Achiet-le-grand lundi	Saint-denis-catus	Achiet-le-grand	lundi
Je prends le train Drulingen Hoffen	Drulingen	Hoffen	
je viens de Aulnoye-aymeries et je veux aller à Vinay	Aulnoye-aymeries	Vinay	
Quel trajet pour Tavaux Brion	Tavaux	Brion	
Le train Saint-rabier La Meilleraie-tillay	Saint-rabier	La Meilleraie-tillay	
je partirais de La Croix-en-touraine pour aller à Solignac	La Croix-en-touraine	Solignac	
Je cherche le train le plus rapide pour faire Pierrelaye Frévin-capelle	Pierrelaye	Frévin-capelle	
mercredi matin Toul Lamure-sur-azergues	Toul	Lamure-sur-azergues	mercredi matin
Je veux aller de Meru à La Bassée	Meru	La Bassée	
Je suis à Saint-raphael et je souhaite me rendre à Vivonne	Saint-raphael	Vivonne	
Je cherche un trajet de Port-saint-père à Saint-pantaléon-de-larche	Port-saint-père	Saint-pantaléon-de-larche	
arrivée Portieux et départ Écouché	Écouché	Portieux	
Comment me rendre à Moult depuis Marseille	Marseille	Moult	
Je cherche un trajet de Hoenheim à Hyeres	Hoenheim	Hyeres	
Je prends le train Tremblay-en-france Ecully	Tremblay-en-france	Ecully	
Neuvic Cormery mercredi soir	Neuvic	Cormery	mercredi soir
Je cherche le train le plus rapide pour faire Sable-sur-sarthe Labège mardi après-midi	Sable-sur-sarthe	Labège	mardi après-midi
Emmène moi de Marcy-l'étoile à Lérouville	Marcy-l'étoile	Lérouville	
Quel est l'itinéraire entre Deauville et Panissage	Deauville	Panissage	
maintenant, je voudrais aller de Marmagne à Miraumont	Marmagne	Miraumont	maintenant
Je suis actuellement à Nomain et j'aimerais partir à Mougins	Nomain	Mougins	
Comment aller de Pontgibaud à Albi	Pontgibaud	Albi	
Je veux aller de Bolquère à Champagné	Bolquère	Champagné	
mercredi Pont-de-buis-lès-quimerch Trie-château	Pont-de-buis-lès-quimerch	Trie-château	mercredi
L'arrivée et le départ de mon voyage sont Vitry-sur-seine et Joigny-sur-meuse	Joigny-sur-meuse	Vitry-sur-seine	
Pont-remy depuis Bessancourt	Bessancourt	Pont-remy	
Trouve un train partant de Mauzac-et-grand-castang et allant à Montchanin	Mauzac-et-grand-castang	Montchanin	
Je quitte Laveline-devant-bruyères pour Chaville	Laveline-devant-bruyères	Chaville	
Je veux aller de Sarre-union à Saint-amand-les-eaux mercredi matin	Sarre-union	Saint-amand-les-eaux	mercredi matin
Je cherche un train Fontainebleau Viviez mercredi après-midi	Fontainebleau	Viviez	mercredi après-midi
Je veux aller de Toul à Chaumont-en-vexin	Toul	Chaumont-en-vexin	
je veux partir de Cesson-sevigne pour La Celle-saint-avant	Cesson-sevigne	La Celle-saint-avant	
Je voudrais aller de Libourne à La Meyze jeudi	Libourne	La Meyze	jeudi
Je souhaiterai avoir des informations sur le train L'hospitalet-près-l'andorre Remiremont	L'hospitalet-près-l'andorre	Remiremont	
Je cherche le train le plus rapide pour faire Arengosse Pont-du-château dimanche soir	Arengosse	Pont-du-château	dimanche soir
Je suis actuellement à Briancon et j’aimerais partir à Bayonne	Briancon	Bayonne	
Marbache depuis Pihen-lès-guînes	Pihen-lès-guînes	Marbache	
Je cherche le train le plus rapide pour faire Chantonnay Conches-en-ouche	Chantonnay	Conches-en-ouche	
dans une heure je partirais de Challans pour aller à Voreppe	Challans	Voreppe	dans une heure
Itinéraire Herchies Grisolles	Herchies	Grisolles	
Je veux aller de Magny à Audrieu jeudi matin	Magny	Audrieu	jeudi matin
itinéraire jusqu'a Noizay en partant de Saint-michel-de-maurienne	Saint-michel-de-maurienne	Noizay	
Chambery Saint-antoine-de-breuilh	Chambery	Saint-antoine-de-breuilh	
Allons à Lattes depuis Prunay	Prunay	Lattes	
train La Wantzenau Vigneux-sur-seine dans quatre heures	La Wantzenau	Vigneux-sur-seine	dans quatre heures
Je souhaiterai avoir des informations sur le train Seclin Lérouville	Seclin	Lérouville	
Quel est l'itinéraire entre Saint-laurent-en-grandvaux et Ahun	Saint-laurent-en-grandvaux	Ahun	
Le Bousquet-d'orb depuis Éveux	Éveux	Le Bousquet-d'orb	
Le train Echirolles Eygliers	Echirolles	Eygliers	
Je pars de Ballancourt-sur-essonne pour aller à Briare	Ballancourt-sur-essonne	Briare	
Le train Buchy Langon	Buchy	Langon	
Je souhaite le chemin le plus rapide entre les deux gares suivantes gare de Gan et gare de Massy	Gan	Massy	
Je prends le train Magny Evry	Magny	Evry	
Je veux trouver un trajet de Saint-denis-de-l'hôtel à La Ferté-alais	Saint-denis-de-l'hôtel	La Ferté-alais	
Guide moi de Baillargues vers Wissembourg	Baillargues	Wissembourg	
Je cherche le train le plus rapide pour faire Vireux-molhain Gargenville	Vireux-molhain	Gargenville	
Le train Tonnay-charente Cholet	Tonnay-charente	Cholet	
Je suis actuellement à Perrignier et j’aimerais partir à Saint-pierre-de-chignac le mois prochain	Perrignier	Saint-pierre-de-chignac	le mois prochain
Comment me rendre à Varangéville depuis Meulan	Meulan	Varangéville	
Donne moi l'itinéraire pour aller à Xeuilley en partant de Hoffen	Hoffen	Xeuilley	
Je pars de Saint-béron pour aller à Sénas	Saint-béron	Sénas	
dans quatre heures je partirais de Clelles pour aller à Les Salelles	Clelles	Les Salelles	dans quatre heures
je partirais de Le Thor pour aller à Albigny-sur-saône	Le Thor	Albigny-sur-saône	
ils veulent aller de Aubiat jusqu'à Livry-sur-seine	Aubiat	Livry-sur-seine	
Quel trajet pour Teting-sur-nied Ingré	Teting-sur-nied	Ingré	
Comment aller de Méricourt-l'abbé à Huriel	Méricourt-l'abbé	Huriel	
je vais à Morez depuis Rennes	Rennes	Morez	
itinéraire de voyage de Dieupentale vers Villeneuve-saint-georges	Dieupentale	Villeneuve-saint-georges	
Je suis actuellement à Brionne et j’aimerais partir à Vichel-nanteuil dimanche	Brionne	Vichel-nanteuil	dimanche
J'aimerais me rendre sur Marseillan en partant de Pontfaverger-moronvilliers	Pontfaverger-moronvilliers	Marseillan	
Je cherche le train le plus rapide pour faire Colombier-fontaine Aiguebelle samedi	Colombier-fontaine	Aiguebelle	samedi
Trouve un train partant de Pins-justaret et allant à La Tour-de-salvagny	Pins-justaret	La Tour-de-salvagny	
Je pars de Nérondes pour aller à Sainte-genevieve-des-bois	Nérondes	Sainte-genevieve-des-bois	
train Tremblay-en-france Buthiers	Tremblay-en-france	Buthiers	
Je pars de Marquette-lez-lille pour aller à Vigeois mardi	Marquette-lez-lille	Vigeois	mardi
Comment aller de Lardy à Bagneaux-sur-loing	Lardy	Bagneaux-sur-loing	
Je suis actuellement à Saint-yorre et j'aimerais partir à La Bâthie	Saint-yorre	La Bâthie	
train Pont-melvez Ludon-médoc	Pont-melvez	Ludon-médoc	
La ligne Chantonnay La Bâthie	Chantonnay	La Bâthie	
arrivée Saint-andré-de-cubzac et départ Varennes-sur-allier	Varennes-sur-allier	Saint-andré-de-cubzac	
Itiniréraire jusqu'a Plourivo depuis Jurancon	Jurancon	Plourivo	
Je quitte Onzain pour Bourg-madame	Onzain	Bourg-madame	
train Pont-du-château Stenay dimanche	Pont-du-château	Stenay	dimanche
itinéraire Tarascon-sur-ariège Clacy-et-thierret	Tarascon-sur-ariège	Clacy-et-thierret	
Quel est l'itinéraire entre Brioude et Chenonceaux	Brioude	Chenonceaux	
Quel est l'itinéraire entre Meximieux et Simiane-collongue	Meximieux	Simiane-collongue	
Je veux aller de Livron-sur-drôme à Saint-chély-d'apcher	Livron-sur-drôme	Saint-chély-d'apcher	
J'irai bien à la gare de Saint-germain-les-belles depuis la gare de Chevaigné	Chevaigné	Saint-germain-les-belles	
Je souhaite le chemin le plus rapide entre les deux gares suivantes gare de Verberie et gare de Siorac-en-périgord	Verberie	Siorac-en-périgord	
Quel trajet pour Gien Cernay	Gien	Cernay	
Je cherche un trajet de Chateaubriant à Miserey-salines	Chateaubriant	Miserey-salines	
ils veulent aller de Loriol-sur-drôme jusqu'à Saint-jory	Loriol-sur-drôme	Saint-jory	
La ligne Montdidier Saint-geniès-de-malgoirès	Montdidier	Saint-geniès-de-malgoirès	
Je veux aller de Saint-émilion à Loubejac	Saint-émilion	Loubejac	
Je voudrais aller de Saint-geours-de-maremne à Hoenheim demain matin	Saint-geours-de-maremne	Hoenheim	demain matin
Quel trajet pour Perigueux Gières	Perigueux	Gières	
Coursan depuis Saint-gilles	Saint-gilles	Coursan	
J'aimerais me rendre sur Melesse en partant de Thiais	Thiais	Melesse	
Je cherche un train Chars Sierentz la semaine prochaine	Chars	Sierentz	la semaine prochaine
je veux partir de Foucart pour Bandol	Foucart	Bandol	
Comment aller à Mérens-les-vals depuis Bondy	Bondy	Mérens-les-vals	
itinéraire jusqu'a Epernay en partant de Mauzens-et-miremont	Mauzens-et-miremont	Epernay	
Pont-audemer Ceaux-en-couhé	Pont-audemer	Ceaux-en-couhé	
itinéraire jusqu'a Chinon en partant de Loudéac	Loudéac	Chinon	
itinéraire jusqu'a Rungis en partant de Naucelle	Naucelle	Rungis	
itinéraire jusqu'a Annecy en partant de Roqueredonde	Roqueredonde	Annecy	
itinéraire Ruelle-sur-touvre Wittring	Ruelle-sur-touvre	Wittring	
Je me rends à Harfleur en partant de Saint-jean-de-luz	Saint-jean-de-luz	Harfleur	
itinéraire jusqu'a Lus-la-croix-haute en partant de Joeuf	Joeuf	Lus-la-croix-haute	
Guide moi de Puget-ville vers Pluneret	Puget-ville	Pluneret	
le départ et l'arrivée de mon voyage sont Tonnay-charente et Alizay	Tonnay-charente	Alizay	
le départ et l'arrivée de mon voyage sont Fosses et Saint-flour	Fosses	Saint-flour	
Je suis actuellement à Muhlbach-sur-munster et j’aimerais partir à Beynes	Muhlbach-sur-munster	Beynes	
Je prends le train Racquinghem Pontivy	Racquinghem	Pontivy	
Ma destination et ma provenance sont Pontarlier et Baccarat	Baccarat	Pontarlier	
Comment me rendre à Brassac-les-mines depuis La Jonchère-saint-maurice	La Jonchère-saint-maurice	Brassac-les-mines	
Le train Nomain Saint-andré-de-l'eure	Nomain	Saint-andré-de-l'eure	
Je souhaiterai avoir des informations sur le train Saint-médard-sur-ille Miraumont	Saint-médard-sur-ille	Miraumont	
Quel est l'itinéraire entre Rouessé-vassé et Chartrettes	Rouessé-vassé	Chartrettes	
Je prends le train Coufouleux Bourbourg	Coufouleux	Bourbourg	
